date,open,high,low,close,volume
2016-01-04,762.2,762.2,747.54,759.44,3369068
2016-01-05,764.1,769.2,755.65,761.53,2260795
2016-01-06,750.37,765.73,748.0,759.33,2410301
2016-01-07,746.49,755.31,735.28,741.0,3156563
2016-01-08,747.8,750.12,728.92,730.91,2375348
2016-01-11,731.95,735.08,719.56,733.07,2544806
2016-01-12,740.75,748.34,736.43,745.34,2340753
2016-01-13,749.34,753.0,716.78,719.57,2586395
2016-01-14,724.44,739.89,705.0,731.39,2777868
2016-01-15,709.99,724.16,701.51,710.49,3833751
2016-01-19,720.15,725.35,709.85,719.08,2436220
2016-01-20,705.9,726.95,687.78,718.56,4122010
2016-01-21,720.17,737.67,711.11,726.67,2596916
2016-01-22,742.0,748.56,740.5,745.46,2357315
2016-01-25,743.84,752.46,732.5,733.62,2267031
2016-01-26,735.21,739.46,726.97,733.79,1547049
2016-01-27,735.89,735.89,713.45,717.58,2121434
2016-01-28,738.19,751.16,730.6,748.3,3105222
2016-01-29,748.96,765.11,744.2,761.35,3790395
2016-02-01,771.26,777.59,761.38,770.77,5576089
2016-02-02,800.5,810.35,780.6,780.91,6792331
2016-02-03,786.28,791.43,736.26,749.38,6555731
2016-02-04,744.59,745.24,722.6,730.03,5246123
2016-02-05,725.5,726.72,700.14,703.76,5477821
2016-02-08,687.68,704.52,682.01,704.16,4470514
2016-02-09,692.95,720.96,688.5,701.02,4214950
2016-02-10,711.79,723.22,705.39,706.85,3015733
2016-02-11,696.34,712.32,691.19,706.36,3250206
2016-02-12,712.21,716.0,701.58,706.89,2326889
2016-02-16,718.65,722.88,710.18,717.64,2172213
2016-02-17,727.0,733.76,716.61,731.97,2457715
2016-02-18,733.96,736.0,715.55,717.51,2363846
2016-02-19,715.9,724.03,713.12,722.11,1745940
2016-02-22,729.51,734.85,723.45,729.05,1875824
2016-02-23,726.1,730.9,715.67,717.29,2066566
2016-02-24,710.61,721.22,702.02,720.9,1854612
2016-02-25,722.93,729.51,713.23,729.12,1807258
2016-02-26,733.6,736.16,721.94,724.86,2123690
2016-02-29,721.0,730.6,716.84,717.22,2253426
2016-03-01,721.3,742.33,718.64,742.17,3005553
2016-03-02,742.87,743.12,733.25,739.48,1814643
2016-03-03,739.48,741.0,729.63,731.59,2026700
2016-03-04,734.8,735.0,725.62,730.22,2425750
2016-03-07,725.15,727.21,705.14,712.8,3088278
2016-03-08,708.39,722.25,704.0,713.53,2626495
2016-03-09,715.16,726.24,712.66,725.41,1977169
2016-03-10,727.79,736.54,723.29,732.17,2230811
2016-03-11,739.95,744.9,736.7,744.87,1768995
2016-03-14,744.97,754.26,743.66,750.24,1641189
2016-03-15,746.02,753.01,742.84,750.57,1491578
2016-03-16,749.05,759.0,746.5,757.36,1465285
2016-03-17,757.65,765.34,757.36,758.48,2228244
2016-03-18,761.63,762.14,751.82,755.41,2811518
2016-03-21,753.91,763.34,751.27,762.16,1438658
2016-03-22,758.44,765.0,757.88,760.05,1104784
2016-03-23,763.35,765.39,756.03,757.56,1233854
2016-03-24,751.2,757.55,750.5,754.84,1555844
2016-03-28,756.17,758.3,752.04,753.28,1083823
2016-03-29,753.68,767.18,748.29,765.89,2003061
2016-03-30,768.21,777.31,767.58,768.34,2019755
2016-03-31,768.34,769.08,758.25,762.9,1627669
2016-04-01,757.16,770.04,755.2,769.67,1583698
2016-04-04,769.51,772.44,761.78,765.12,1346424
2016-04-05,758.13,762.87,755.6,758.57,1223905
2016-04-06,757.84,768.42,756.3,768.07,1265577
2016-04-07,765.32,769.36,757.5,760.12,1274852
2016-04-08,765.87,767.13,755.77,759.47,1171867
2016-04-11,765.45,767.22,757.34,757.54,1588692
2016-04-12,758.43,764.92,751.57,764.32,1369358
2016-04-13,770.31,775.75,764.59,771.91,1771308
2016-04-14,775.36,779.61,773.22,775.39,1349610
2016-04-15,775.5,780.93,774.93,780.0,1585584
2016-04-18,780.19,788.55,777.61,787.68,1677015
2016-04-19,790.5,790.95,770.27,776.25,2197615
2016-04-20,779.16,779.66,771.27,774.92,1713088
2016-04-21,777.31,781.68,771.55,780.0,3881420
2016-04-22,743.91,753.92,730.37,737.77,7039948
2016-04-25,735.35,744.88,735.1,742.21,2472061
2016-04-26,744.42,745.59,720.32,725.37,2793210
2016-04-27,725.32,727.15,709.08,721.46,3313137
2016-04-28,723.29,729.26,703.2,705.06,3129502
2016-04-29,704.12,712.11,703.78,707.88,2913898
2016-05-02,711.92,715.41,706.36,714.41,1673820
2016-05-03,712.5,713.37,707.33,708.44,1931040
2016-05-04,706.77,715.05,704.05,711.37,1708609
2016-05-05,715.0,717.55,709.45,714.71,1483357
2016-05-06,712.2,725.99,711.95,725.18,1997628
2016-05-09,726.7,734.29,723.5,729.13,1903689
2016-05-10,734.96,740.0,731.61,739.38,1631714
2016-05-11,740.52,740.8,727.9,730.55,1491746
2016-05-12,732.0,735.37,724.27,728.07,1354717
2016-05-13,726.62,731.29,723.51,724.83,1262161
2016-05-16,724.32,732.68,720.0,730.3,1126862
2016-05-17,731.06,735.85,718.0,720.19,1670176
2016-05-18,718.5,725.57,715.02,721.78,1626800
2016-05-19,718.3,720.5,710.3,715.31,1529910
2016-05-20,716.46,727.7,715.01,721.71,1739895
2016-05-23,719.98,723.5,716.94,717.25,1240826
2016-05-24,719.85,734.2,719.64,733.03,1894161
2016-05-25,735.0,739.89,732.6,738.1,1616624
2016-05-26,736.0,741.1,733.0,736.93,1360119
2016-05-27,737.51,747.91,737.01,747.6,1740130
2016-05-31,748.76,753.48,745.57,748.85,2124248
2016-06-01,748.47,751.37,744.34,748.46,1039847
2016-06-02,746.1,747.3,737.0,744.27,1695824
2016-06-03,741.49,741.49,733.91,735.86,1230376
2016-06-06,738.5,738.5,728.29,730.06,1499648
2016-06-07,733.27,736.71,730.8,731.09,1215741
2016-06-08,739.5,743.81,735.76,742.93,1615727
2016-06-09,737.07,743.93,736.5,742.52,958963
2016-06-10,735.95,739.64,730.51,733.19,1452456
2016-06-13,729.82,739.0,729.82,731.88,1167736
2016-06-14,729.31,736.0,726.5,733.25,1329176
2016-06-15,734.92,737.15,731.31,732.19,1161701
2016-06-16,727.96,730.39,715.54,724.25,2250083
2016-06-17,721.39,721.39,701.12,704.25,4113085
2016-06-20,710.31,715.87,705.41,706.13,2282725
2016-06-21,710.05,715.38,704.66,708.88,1515918
2016-06-22,714.05,714.21,705.88,710.47,1452884
2016-06-23,710.55,714.88,700.25,714.87,2125028
2016-06-24,690.17,705.0,684.91,685.2,4771780
2016-06-27,682.49,683.33,672.66,681.14,2919486
2016-06-28,691.37,692.74,684.85,691.26,1912280
2016-06-29,694.26,699.5,692.68,695.19,2156218
2016-06-30,697.65,703.77,694.9,703.53,2112513
2016-07-01,705.1,712.53,703.73,710.25,1549160
2016-07-05,705.01,708.12,699.13,704.89,1422028
2016-07-06,699.84,713.0,699.0,708.97,1445126
2016-07-07,710.11,710.17,700.67,707.26,1058698
2016-07-08,710.56,717.9,708.11,717.78,1497323
2016-07-11,719.42,728.93,718.87,727.2,1441113
2016-07-12,731.92,735.6,727.5,732.51,1328680
2016-07-13,735.52,735.52,729.02,729.48,1021827
2016-07-14,733.94,736.14,730.59,735.8,1070351
2016-07-15,741.0,741.0,734.64,735.63,1617087
2016-07-18,737.91,755.14,736.51,753.2,1934900
2016-07-19,749.87,756.59,748.49,753.41,1521795
2016-07-20,754.05,760.64,754.05,757.08,1125117
2016-07-21,757.0,758.15,751.52,754.41,953053
2016-07-22,757.32,759.45,752.65,759.28,1046024
2016-07-25,757.68,759.82,754.07,757.52,1073310
2016-07-26,757.52,759.26,752.75,757.65,1189573
2016-07-27,758.97,764.45,755.93,761.97,1608589
2016-07-28,768.84,768.97,759.09,765.84,3673221
2016-07-29,797.71,803.94,790.0,791.34,5090527
2016-08-01,786.67,807.49,785.04,800.94,3029658
2016-08-02,797.33,802.32,794.53,800.12,1996354
2016-08-03,796.47,799.54,793.02,798.92,1461025
2016-08-04,798.24,800.2,793.92,797.25,1076031
2016-08-05,800.11,807.22,797.81,806.93,1807271
2016-08-08,806.0,807.6,801.69,805.23,1221609
2016-08-09,804.49,813.33,804.06,807.48,1607685
2016-08-10,807.05,810.88,806.49,808.49,918514
2016-08-11,810.47,813.88,806.0,808.2,1282274
2016-08-12,805.09,807.19,803.64,807.05,897283
2016-08-15,807.21,811.36,804.03,805.96,930074
2016-08-16,803.5,804.26,797.0,801.19,1057897
2016-08-17,800.0,805.63,796.3,805.42,1066070
2016-08-18,805.36,808.0,801.63,802.75,865160
2016-08-19,799.79,801.23,796.88,799.65,1120763
2016-08-22,798.51,799.3,794.33,796.95,853365
2016-08-23,800.48,801.0,795.99,796.59,917513
2016-08-24,796.86,798.46,790.76,793.6,1284437
2016-08-25,792.0,794.72,787.23,791.3,1202680
2016-08-26,792.49,799.4,789.41,793.22,1248881
2016-08-29,793.05,798.52,790.32,795.82,773698
2016-08-30,792.88,798.0,789.47,791.92,1167413
2016-08-31,789.6,791.57,787.2,789.85,1071420
2016-09-01,791.98,792.89,786.33,791.4,1303460
2016-09-02,795.27,797.1,793.26,796.87,1349896
2016-09-06,798.39,810.89,795.43,808.02,1989537
2016-09-07,807.93,810.6,803.72,807.99,1145724
2016-09-08,805.22,808.42,801.01,802.84,1177660
2016-09-09,798.77,801.75,788.05,788.48,1887633
2016-09-12,784.52,800.17,783.5,798.82,1863737
2016-09-13,794.01,795.79,784.33,788.72,1809044
2016-09-14,787.53,796.33,787.53,790.46,1313912
2016-09-15,790.01,803.64,788.66,801.23,1566360
2016-09-16,799.02,799.02,793.62,797.97,2130571
2016-09-19,801.11,803.99,793.56,795.39,1149522
2016-09-20,800.0,802.75,798.26,799.78,1050041
2016-09-21,801.26,805.91,796.03,805.03,1348476
2016-09-22,810.0,819.06,807.71,815.95,1759290
2016-09-23,815.14,817.0,812.73,814.96,1411673
2016-09-26,809.82,810.08,800.45,802.65,1472732
2016-09-27,801.83,813.49,801.83,810.73,1367271
2016-09-28,804.08,810.25,802.78,810.06,1470280
2016-09-29,807.23,813.91,800.86,802.64,1349974
2016-09-30,803.6,808.09,801.5,804.06,1660201
2016-10-03,802.55,803.54,796.23,800.38,1489212
2016-10-04,805.0,806.5,799.67,802.79,1258706
2016-10-05,806.0,808.5,800.71,801.23,1213820
2016-10-06,804.08,806.95,800.51,803.08,1099909
2016-10-07,805.93,805.94,796.82,800.71,1163899
2016-10-10,803.93,817.38,802.24,814.17,1496115
2016-10-11,814.17,819.86,807.37,809.57,1721575
2016-10-12,811.96,814.5,808.55,811.77,907876
2016-10-13,806.07,806.56,798.62,804.08,1368981
2016-10-14,807.45,810.09,802.32,804.6,1111934
